,0
0,0.62273383
1,0.6855676
2,0.6860327
3,0.66897833
4,0.64757556
5,0.65920335
6,0.6913184
7,0.6721751
8,0.67858994
9,0.67985445
10,0.70189774
11,0.7776939
12,0.69396675
13,0.8295043
14,0.7452475
15,0.82751995
16,0.7775093
17,0.78851295
18,0.8809558
19,0.8654313
20,0.9013712
21,0.8594524
22,0.96851873
23,0.9201799
24,0.99385977
25,0.97910947
26,0.9988669
27,1.0528208
28,1.2558486
29,1.2213326
30,1.134767
31,1.3024961
32,1.197714
33,1.4052072
34,1.3836373
35,1.3013749
36,1.4123987
37,1.4349061
38,1.4018903
39,1.4116364
40,1.3160397
41,1.584688
42,1.514723
43,1.5973957
44,1.5517845
45,1.4807199
46,1.5013499
47,1.3668011
48,1.5310206
49,1.5238422
50,1.5712664
51,1.4320147
52,1.5826423
53,1.5775547
54,1.6762382
55,1.6605697
56,1.5608498
57,1.6309323
58,1.5056591
59,1.5198513
60,1.5692031
61,1.6616927
62,1.5817183
63,1.616068
64,1.6609544
65,1.6909521
66,1.6774908
67,1.6972321
68,1.748298
69,1.7138966
70,1.649877
71,1.723683
72,1.6668974
73,1.5849622
74,1.6328415
75,1.5480118
76,1.745923
77,1.7186872
78,1.6363515
79,1.6612214
80,1.6822985
81,1.6934358
82,1.6485384
83,1.7116746
84,1.7135988
85,1.722971
86,1.656051
87,1.5789944
88,1.6716733
89,1.7158439
90,1.7325727
91,1.6231438
92,1.6992878
93,1.6503515
94,1.6886033
95,1.7281187
96,1.7123312
97,1.7595652
98,1.7453011
99,1.7344955
100,1.7515994
101,1.7248867
102,1.6989753
103,1.6834874
104,1.8183123
105,1.7163448
106,1.6966448
107,1.76342
108,1.7420075
109,1.6881214
110,1.7116183
111,1.6787158
112,1.7262678
113,1.616475
114,1.6413296
115,1.71783
116,1.7666929
117,1.7115322
118,1.754661
119,1.5988231
120,1.8109078
121,1.6696428
122,1.7696638
123,1.6837153
124,1.6970478
125,1.6650212
126,1.701174
127,1.8024151
128,1.7771541
129,1.723437
130,1.6842616
131,1.7482278
132,1.584828
133,1.528156
134,1.7978665
135,1.7333503
136,1.671787
137,1.8164312
138,1.5944239
139,1.641536
140,1.6102682
141,1.6476712
142,1.6801254
143,1.654535
144,1.7828201
145,1.6167911
146,1.5847846
147,1.5498646
148,1.5967662
149,1.6908294
150,1.7150578
151,1.7401978
152,1.6324451
153,1.6298001
154,1.6396948
155,1.688958
156,1.5139654
157,1.6693033
158,1.5424342
159,1.5530622
160,1.469253
161,1.6827915
162,1.411953
163,1.5735065
164,1.5072069
165,1.5827028
166,1.67462
167,1.4758537
168,1.5621103
169,1.3649616
170,1.3868927
171,1.457256
172,1.5345656
173,1.4976145
174,1.4614195
175,1.4813997
176,1.5458467
177,1.4303967
178,1.3179086
179,1.4623109
180,1.4523149
181,1.522987
182,1.5021613
183,1.534259
184,1.5313488
185,1.5415586
186,1.4643189
187,1.4175282
188,1.4838845
189,1.2888477
190,1.3683156
191,1.302535
192,1.3627042
193,1.3997207
