,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.22338867
20,0.46875
21,0.46875
22,0.46875
23,0.46875
24,0.46875
25,0.46875
26,0.46875
27,0.46875
28,0.46875
29,0.46875
30,0.46875
31,0.46875
32,0.46875
33,0.46875
34,0.46875
35,0.46875
36,0.46875
37,0.46875
38,0.46875
39,0.54260254
40,0.546875
41,0.546875
42,0.546875
43,0.546875
44,0.546875
45,0.546875
46,0.546875
47,0.546875
48,0.546875
49,0.546875
50,0.546875
51,0.546875
52,0.546875
53,0.546875
54,0.546875
55,0.546875
56,0.546875
57,0.546875
58,0.51452637
59,0.46875
60,0.46875
61,0.46875
62,0.46875
63,0.46875
64,0.46875
65,0.46875
66,0.46875
67,0.46875
68,0.46875
69,0.46875
70,0.46875
71,0.46875
72,0.46875
73,0.46875
74,0.46875
75,0.46875
76,0.46875
77,0.46875
78,0.51013184
79,0.515625
80,0.515625
81,0.515625
82,0.515625
83,0.515625
84,0.515625
85,0.515625
86,0.515625
87,0.515625
88,0.515625
89,0.515625
90,0.515625
91,0.515625
92,0.515625
93,0.515625
94,0.515625
95,0.515625
96,0.515625
97,0.46069336
98,0.359375
99,0.359375
100,0.359375
101,0.359375
102,0.359375
103,0.359375
104,0.359375
105,0.359375
106,0.359375
107,0.359375
108,0.359375
109,0.359375
110,0.359375
111,0.359375
112,0.359375
113,0.359375
114,0.359375
115,0.359375
116,0.359375
117,0.38500977
118,0.390625
119,0.390625
120,0.390625
121,0.390625
122,0.390625
123,0.390625
124,0.390625
125,0.390625
126,0.390625
127,0.390625
128,0.390625
129,0.390625
130,0.390625
131,0.390625
132,0.390625
133,0.390625
134,0.390625
135,0.390625
136,0.3996582
137,0.421875
138,0.421875
139,0.421875
140,0.421875
141,0.421875
142,0.421875
143,0.421875
144,0.421875
145,0.421875
146,0.421875
147,0.421875
148,0.421875
149,0.421875
150,0.421875
151,0.421875
152,0.421875
153,0.421875
154,0.421875
155,0.421875
156,0.56396484
157,0.609375
158,0.609375
159,0.609375
160,0.609375
161,0.609375
162,0.609375
163,0.609375
164,0.609375
165,0.609375
166,0.609375
167,0.609375
168,0.609375
169,0.609375
170,0.609375
171,0.609375
172,0.609375
173,0.609375
174,0.609375
175,0.56689453
176,0.421875
177,0.421875
178,0.421875
179,0.421875
180,0.421875
181,0.421875
182,0.421875
183,0.421875
184,0.421875
185,0.421875
186,0.421875
187,0.421875
188,0.421875
189,0.421875
190,0.421875
191,0.421875
192,0.421875
193,0.421875
194,0.421875
195,0.40014648
196,0.390625
197,0.390625
198,0.390625
199,0.390625
200,0.390625
201,0.390625
202,0.390625
203,0.390625
204,0.390625
205,0.390625
206,0.390625
207,0.390625
208,0.390625
209,0.390625
210,0.390625
211,0.390625
212,0.390625
213,0.390625
214,0.4008789
215,0.453125
216,0.453125
217,0.453125
218,0.453125
219,0.453125
220,0.453125
221,0.453125
222,0.453125
223,0.453125
224,0.453125
225,0.453125
226,0.453125
227,0.453125
228,0.453125
229,0.453125
230,0.453125
231,0.453125
232,0.453125
233,0.453125
234,0.4827881
235,0.5
236,0.5
237,0.5
238,0.5
239,0.5
240,0.5
241,0.5
242,0.5
243,0.5
244,0.5
245,0.5
246,0.5
247,0.5
248,0.5
249,0.5
250,0.5
251,0.5
252,0.5
253,0.49206543
254,0.421875
255,0.421875
256,0.421875
257,0.421875
258,0.421875
259,0.421875
260,0.421875
261,0.421875
262,0.421875
263,0.421875
264,0.421875
265,0.421875
266,0.421875
267,0.421875
268,0.421875
269,0.421875
270,0.421875
271,0.421875
272,0.421875
273,0.40405273
274,0.390625
275,0.390625
276,0.390625
277,0.390625
278,0.390625
279,0.390625
280,0.390625
281,0.390625
282,0.390625
283,0.390625
284,0.390625
285,0.390625
286,0.390625
287,0.390625
288,0.390625
289,0.390625
290,0.390625
291,0.390625
292,0.39245605
293,0.4375
294,0.4375
295,0.4375
296,0.4375
297,0.4375
298,0.4375
299,0.4375
300,0.4375
301,0.4375
302,0.4375
303,0.4375
304,0.4375
305,0.4375
306,0.4375
307,0.4375
308,0.4375
309,0.4375
310,0.4375
311,0.4375
312,0.45336914
313,0.46875
314,0.46875
315,0.46875
316,0.46875
317,0.46875
318,0.46875
319,0.46875
320,0.46875
321,0.46875
322,0.46875
323,0.46875
324,0.46875
325,0.46875
326,0.46875
327,0.46875
328,0.46875
329,0.46875
330,0.46875
331,0.46875
332,0.52978516
333,0.53125
334,0.53125
335,0.53125
336,0.53125
337,0.53125
338,0.53125
339,0.53125
340,0.53125
341,0.53125
342,0.53125
343,0.53125
344,0.53125
345,0.53125
346,0.53125
347,0.53125
348,0.53125
349,0.53125
350,0.53125
351,0.50341797
352,0.46875
353,0.46875
354,0.46875
355,0.46875
356,0.46875
357,0.46875
358,0.46875
359,0.46875
360,0.46875
361,0.46875
362,0.46875
363,0.46875
364,0.46875
365,0.46875
366,0.46875
367,0.46875
368,0.46875
369,0.46875
370,0.46875
371,0.5258789
372,0.53125
373,0.53125
374,0.53125
375,0.53125
376,0.53125
377,0.53125
378,0.53125
379,0.53125
380,0.53125
381,0.53125
382,0.53125
383,0.53125
384,0.53125
385,0.53125
386,0.53125
387,0.53125
388,0.53125
389,0.53125
390,0.5671387
391,0.625
392,0.625
393,0.625
394,0.625
395,0.625
396,0.625
397,0.625
398,0.625
399,0.625
400,0.625
401,0.625
402,0.625
403,0.625
404,0.625
405,0.625
406,0.625
407,0.625
408,0.625
409,0.625
410,0.5185547
411,0.5
412,0.5
413,0.5
414,0.5
415,0.5
416,0.5
417,0.5
418,0.5
419,0.5
420,0.5
421,0.5
422,0.5
423,0.5
424,0.5
425,0.5
426,0.5
427,0.5
428,0.5
429,0.51501465
430,0.546875
431,0.546875
432,0.546875
433,0.546875
434,0.546875
435,0.546875
436,0.546875
437,0.546875
438,0.546875
439,0.546875
440,0.546875
441,0.546875
442,0.546875
443,0.546875
444,0.546875
445,0.546875
446,0.546875
447,0.546875
448,0.546875
449,0.4852295
450,0.46875
451,0.46875
452,0.46875
453,0.46875
454,0.46875
455,0.46875
456,0.46875
457,0.46875
458,0.46875
459,0.46875
460,0.46875
461,0.46875
462,0.46875
463,0.46875
464,0.46875
465,0.46875
466,0.46875
467,0.46875
468,0.48486328
469,0.53125
470,0.53125
471,0.53125
472,0.53125
473,0.53125
474,0.53125
475,0.53125
476,0.53125
477,0.53125
478,0.53125
479,0.53125
480,0.53125
481,0.53125
482,0.53125
483,0.53125
484,0.53125
485,0.53125
486,0.53125
487,0.53125
488,0.49719238
489,0.484375
490,0.484375
491,0.484375
492,0.484375
493,0.484375
494,0.484375
495,0.484375
496,0.484375
497,0.484375
